标注说明：,,,,,,,,,,,,,,,
无用：0,,,,,,,,,,,,,,,
正面：1,,,,,,,,,,,,,,,
负面：2,,,,,,,,,,,,,,,
中性：3,,,,,,,,,,,,,,,
正面、负面均为有用评论,,,,,,,,,,,,,,,
分工,序号,评论ID,用户昵称,用户ID,评论内容,发布时间,点赞数,是否为子评论,父评论ID,爬取时间,来源文件,来源工作表,读取时间,标注,分工.1
蔡欣颖,696,244660000000.0,不良老帅,1267608428.0,摩托车限行，电动车限速，考虑电摩解禁[歪嘴],2024-10-15 17:35:54,4,否,,2026-01-21 12:40:57,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据,2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,2045,116774000000.0,bili_3671719,3671719.0,[呲牙]山地自行车驾照不远了,2022-06-14 10:53:03,1,否,,2026-01-21 12:12:47,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,591,268980000000.0,恐龙扛狼逛,28262870.0,哈哈，捕捉愤青牢章[脸红],2025-07-26 22:02:04,0,是,270170000000.0,2026-01-21 12:52:38,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (11),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,2100,263768000000.0,安慜,189684236.0,我兼职跑外卖，之前也想租电池，结果一看全是60伏，想租一个48的都没有，后来干脆换车了,2025-05-25 21:57:31,0,否,,2026-01-21 12:22:29,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,2431,274630000000.0,半粒糖唉,1647470129.0,为什么不开车呢,2025-08-30 23:49:10,0,否,,2026-01-21 13:01:07,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,2501,115395000000.0,沉默De大头,388132270.0,对对对特么的老头乐才是最可怕的,2022-06-03 12:46:41,1,否,,2026-01-21 12:13:48,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,1667,263837000000.0,bbbb具具法,397282426.0,你说48v呀……,2025-05-26 18:51:58,0,否,,2026-01-21 12:20:52,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,1323,130708000000.0,变形金刚狼灭,267755817.0,55公斤自行车能骑10公里的人，能去参加环法了,2022-09-20 03:26:11,0,是,130097000000.0,2026-01-21 12:11:14,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,680,275167000000.0,彩蝶夏舞,6308701.0,有些外卖员是该管管，我是骑电动车上班的。好多外卖员是真不遵守交通规则，你不遵守交通规则可以。但你不要妨碍我们正常骑行的。很多他们路都不带看的，还各种逆行骑的飞快。[热][热],2025-09-05 19:59:19,6,否,,2026-01-21 12:55:00,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,3048,262828000000.0,哦呦卧槽了,484046961.0,又能生产又要查的[笑哭],2025-05-26 17:41:27,0,否,,2026-01-21 12:25:55,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,1701,246124000000.0,酸奶不吃狱卒,520515780.0,我靠随便登一脚登个30，你是温格高啊！，电动车比自行车贵好几倍，咋滴你电动车几万呀，我靠乱说，蹭流量不带这么蹭的吧？,2024-11-06 12:04:28,0,否,,2026-01-21 12:39:06,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (9),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,270,174329000000.0,博梦灵梦,299851884.0,关键是车位紧张  出去连个车位都找不到,2023-07-11 10:22:38,1,是,174305000000.0,2026-01-21 12:08:18,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,338,246105000000.0,生活就是痛苦__,17038257.0,车位找免费的[抠鼻]小轿车SUV找不到车位关我们什么事，他们不会停收费停车场，骑个毛的破电驴啊，跑的慢续航短价格还不便宜，空间基本没有唯一大空间的坐桶还被电池占用，花几千买个面包车我实在啊[doge],2024-11-06 01:57:11,2,是,246105000000.0,2026-01-21 12:33:57,B站评论_BV1uNDhYBERK_20260121_123942.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,722,284403000000.0,搜罗start,479950900.0,你不买我不买，明年又出新标准！[笑哭][滑稽],2025-12-05 10:35:17,0,否,,2026-01-21 12:50:21,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (12),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,386,282569000000.0,嚣张驾驶员阿龙,265183350.0,看你那里管的严不严，我这除了主城区基本不管改装或者电摩只要挂着牌，我自己的牌都是套的。,2025-12-06 08:39:02,0,是,284464000000.0,2026-01-21 12:31:15,B站评论_BV1cZ2YB1Ee3_20260121_123328.xlsx,评论数据,2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,1051,282469000000.0,君羡未来,691560781.0,还没弄明白吗？是商家模糊电动自行车和电动摩托车的概念。,2025-12-05 08:13:56,0,否,,2026-01-21 12:51:38,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (12),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,1824,274905000000.0,半块黑白,175042407.0,其实外国的外卖就是又慢又贵……减速、减少单量、运费提升，然后达到新的平衡。,2025-09-02 21:21:41,0,否,,2026-01-21 12:58:49,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,3865,262710000000.0,光芒小黑哥,50699594.0,为什么不查厂家，因为交税了，你是资金链条的最后一环,2025-05-25 10:29:00,0,否,,2026-01-21 12:28:55,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,868,282283000000.0,十万黄书联通教会,313818059.0,分体式屁垫设计意义是？,2025-12-03 07:34:10,0,否,,2026-01-21 13:08:59,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (5),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,1242,244568000000.0,世人皆是凡桃俗李,66620889.0,电动机也得禁了才行，这东西又不是高科技，会点焊工分分钟给你手搓出来，到时候安全性还没有现在的高，需求不解决搞表面功夫永远没用,2024-10-17 09:51:02,0,是,244550000000.0,2026-01-21 12:42:34,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,3635,262739000000.0,Casey0230,339217456.0,去尼玛的，我上哪儿买48v的去,2025-05-25 16:37:35,0,否,,2026-01-21 12:28:03,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,1028,263875000000.0,海边的许愿树,35993824.0,深圳是这样的，晚上多吃吃瓜就知道了，又不是一次两次了。罚款数额还老猛了[doge],2025-05-27 03:32:43,1,否,,2026-01-21 12:18:29,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,1854,246111000000.0,無能生存体,1687884.0,面板锁25，实速已经跑40去了[胆大党_微笑],2024-11-06 08:06:02,0,是,246109000000.0,2026-01-21 12:39:36,B站评论_BV1uNDhYBERK_20260121_123942.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,702,273547000000.0,滑稽雷小锋,8199374.0,汽车有道路限速，超速有扣分和罚单,2025-09-02 19:45:22,5,是,273393000000.0,2026-01-21 12:55:00,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,1673,263837000000.0,就你冰清玉洁有嘴,186089726.0,合着你俩打个pk圈点快币？,2025-05-26 18:46:14,0,否,,2026-01-21 12:20:52,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,1325,130044000000.0,火之高兴么,134789513.0,应该禁止汽车,2022-09-14 16:30:33,1,否,,2026-01-21 12:11:14,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,2.0,蔡欣颖
蔡欣颖,666,284202000000.0,三绛明月,3494380000000000.0,有c照还要考摩托，因为车型不同，这才是最大的不合理,2025-12-03 08:35:54,0,否,,2026-01-21 13:08:13,B站评论_BV1M8S1BPERN_20260121_130914.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,2247,274721000000.0,一太刀,109084503.0,骑自行车超过他，敬你是条汉子,2025-08-31 20:58:45,0,否,,2026-01-21 13:00:26,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,296,274662000000.0,丨風丨淸丨,349132802.0,回复 @一阵灰 :禁摩的原因是炸街，如果全换成电摩没声音肯定改法规,2025-08-31 10:39:48,4,是,274538000000.0,2026-01-21 12:54:24,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,153,246084000000.0,2戈壁1个赞,358303271.0,"热知识，交通法规定电动自行车和电动轮椅要在非机动车道行驶，限速15km/h。国标的25km是车辆设计速度，在旧国标里车辆设计速度是15km。实际车辆设计速度不足25才是符合国际生产标准。自行车就算骑公路车大众水平也不足均速25km/h,大多数人也就均速20km水平。",2024-11-05 20:52:20,4,是,246366000000.0,2026-01-21 12:33:41,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,564,284196000000.0,安卓Doro,11690603.0,这边路载25塞路中间[吃瓜],2025-12-03 03:37:47,0,否,,2026-01-21 12:44:51,B站评论_BV1Y5SCBiE8M_20260121_124623.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,3600,273291000000.0,时间里流浪丶,395645697.0,所以可以买二手,2025-08-30 23:40:46,0,否,,2026-01-21 13:05:40,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,3221,262800000000.0,嘻嘻哈哈嚯嚯嘿嘿咕咕,354153163.0,[喜极而泣]评论里面抬杠的是没见过这些跑长途的有多牛逼，直接开上汽车道跑80的速度，车流里面钻来钻去，根本不守规则，只要一摔铁定挂。有些在人行道开40-50，吓死人，对行人杀伤力太大了，我是支持处罚这些人的。,2025-05-26 10:35:12,0,否,,2026-01-21 12:26:31,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,590,244453000000.0,JOEL_CZ6,470679751.0,摩托真的是这个世界最伟大的发明，出行太方便了,2024-10-15 17:17:06,0,是,244654000000.0,2026-01-21 12:40:41,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据,2026-01-21 14:24:35,1.0,蔡欣颖
蔡欣颖,2348,274675000000.0,祈求你的音浪,17050233.0,想想珠海吧，只能骑自行车送外卖。,2025-08-31 12:48:09,0,否,,2026-01-21 13:00:47,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,1786,119488000000.0,tengsy111,2013335393.0,严格，就是不让你用，理想到你放弃,2022-07-05 16:11:53,1,否,,2026-01-21 12:12:15,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,159,284407000000.0,吊李卤味臭嗨,325665018.0,这车得4千,2025-12-05 11:31:13,18,是,282480000000.0,2026-01-21 12:46:37,B站评论_BV1MJ2aBXE5B_20260121_124815.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,2347,115858000000.0,尤同学很专注,1489304330.0,哈哈[呲牙],2022-06-07 06:49:25,0,是,115741000000.0,2026-01-21 12:13:28,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,26,284357000000.0,0-0一,525731120.0,问就是为你的安全着想 至于死活与它们无关[笑哭],2025-12-04 20:34:05,260,是,284352000000.0,2026-01-21 12:48:18,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (12),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,476,284650000000.0,图书管理员老王,18348234.0,支持,2025-12-07 16:44:13,0,否,,2026-01-21 12:47:29,B站评论_BV1MJ2aBXE5B_20260121_124815.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,1228,244574000000.0,丶ClariS丶,12237156.0,与其制定新国标不如修改更严格的法律和更严格的执法，电驴不在乎加什么设备，设什么限制，成本会转嫁到消费者，同时电驴违法成本也很低，甚至直接处于不管不问的状态，要是也和汽车一样严格执行法律，违法成本一高，自然就会人就会顾忌，相对的头疼的事自然就会减少,2024-10-17 11:33:19,1,否,,2026-01-21 12:42:34,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据,2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,1807,263812000000.0,俗气庸人,674279148.0,神经病厂家能出，共享能租，抓到了罚消费者,2025-05-26 12:42:42,0,否,,2026-01-21 12:21:23,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,3340,262782000000.0,星文雨,31864173.0,连共享单车都做不到新国标。,2025-05-26 01:00:45,0,否,,2026-01-21 12:27:02,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,3.0,蔡欣颖
蔡欣颖,269,284542000000.0,命运2x假面骑士,276484830.0,之前那段时间查头盔查的严，我就天天把头盔带到公司里去，后来有一天忘带了就被盗圣偷了，一年被偷了六次。后来给我整急眼了，就不戴头盔了，不过那段时间也是刚好没人管了,2025-12-06 17:04:14,1,否,,2026-01-21 12:30:10,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (13),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,2392,115740000000.0,尤同学很专注,1489304330.0,是啊,2022-06-06 07:45:55,0,是,115662000000.0,2026-01-21 12:13:33,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,946,246445000000.0,狐狐老狮,404489429.0,骑这个，家里离厂里400米，我爸嫌走路累买个这个，结果后面懒得用，因为要加油还是走路了。[doge],2024-11-06 19:16:00,0,否,,2026-01-21 12:36:05,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (9),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,2057,116844000000.0,尤同学很专注,1489304330.0,可以买个山地车[呲牙],2022-06-14 21:35:30,0,是,116762000000.0,2026-01-21 12:12:47,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,3058,273500000000.0,哈基米呦曼波,499235768.0,学个D照很难？,2025-09-02 08:40:11,0,否,,2026-01-21 13:03:37,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,1288,262651000000.0,qurotro,505065186.0,广州这边小哈只有48的[doge],2025-05-24 17:47:18,1,否,,2026-01-21 12:19:25,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,968,244826000000.0,味叶加渄,86418.0,恢复摩托不就行了吗,2024-10-17 21:22:36,1,否,,2026-01-21 12:41:43,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,2176,116338000000.0,生之响,395080603.0,本来应该规范驾驶者的交通观念，改变交通法中电动车事故的责任比重。却来难为电动车。 降低车速后，电动车销量大减，电动车厂倒闭，电池行业也将失去全球领导地位。,2022-06-10 22:55:52,1,否,,2026-01-21 12:13:02,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,804,270223000000.0,蓝轩_宇,506413212.0,除了一些极小概率的事情发生，大部分原因难道不是因为他本身有急事吗,2025-07-27 09:04:32,1,是,269019000000.0,2026-01-21 12:53:04,B站评论_BV1ya84z3EaS_20260121_125405.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,1442,244652000000.0,重碳化合物,492071390.0,学校里很多蠢货骑的跟没脑子一样，几个女的并排龟速笑哈哈地骑，两个男的坐一车前座边玩手机边骑车晃的跟个酒鬼一样，后座叼根烟😅😅😅😅，转向随便转，变道随便变，停车随便停，真糖丸了😅😅😅😅😅，考个c照得被教练骂死的那种，赶紧给电瓶车加上驾照限制吧，要不然一群小脑萎缩的搁那边骑,2024-10-18 12:56:10,1,否,,2026-01-21 12:43:10,B站评论_BV1bc2oYaEhG_20260121_124325.xlsx,评论数据,2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,2978,262840000000.0,跳不脱的事和人,49356192.0,租电池那里只有48的,2025-05-26 20:05:36,0,否,,2026-01-21 12:25:40,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,2682,192103000000.0,送你一颗西红柿,34154529.0,落实了，但是看地方，小地方基本不管,2023-10-29 18:08:48,0,是,188511000000.0,2026-01-21 12:14:19,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,1515,244648000000.0,是只吱吱吱,41161146.0,电驴子骑上机动车道被撞死，机动车不担责，这一条加到法律里就够了[doge],2024-10-15 13:56:15,1,否,,2026-01-21 12:43:20,B站评论_BV1bc2oYaEhG_20260121_124325.xlsx,评论数据,2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,1149,274731000000.0,冰麒麟一号,77266745.0,跑外卖不都是电摩吗，我就没见过拿电动自行车跑外卖的[思考],2025-08-31 22:33:43,1,否,,2026-01-21 12:56:13,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,1154,244651000000.0,灵梦X摸你傻,379642.0,4轮电鸡也是电鸡，广州本质是快速发展的4轮电动车打破了本来限牌压制的4轮数量，市区内4轮乱停严重影响交通，然后交通不好和2轮的便利导致坐公交的人极速减少，这个破逼环境大家是相辅相成的，以前骂2轮电动，现在大家都一个鸟样，就是抱着一起死,2024-10-15 15:01:49,1,否,,2026-01-21 12:42:19,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,765,126662000000.0,空心蒹葭,2048186616.0,这个是为部分企业量身定做的国标，WTO的优点没学来，坑人的缺点确实引进门了,2022-08-21 08:58:20,2,否,,2026-01-21 12:09:31,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,185,282212000000.0,我在生门等你,27127280.0,d照便宜还好考[doge],2025-12-02 12:50:55,3,是,282211000000.0,2026-01-21 12:43:39,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (10),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,252,284635000000.0,一步西龙魔人ブウ,352203121.0,这是新新国标！,2025-12-07 13:55:37,1,否,,2026-01-21 12:30:10,B站评论_BV19q25BjEhy_20260121_123041.xlsx,评论数据,2026-01-21 14:24:34,0.0,蔡欣颖
蔡欣颖,2928,273577000000.0,晨早起床点知甘鬼冻,112064877.0,"电动自行车≠电摩
你可以买电摩啊。",2025-09-03 02:02:11,0,否,,2026-01-21 13:03:05,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,2928,173177000000.0,gaiakin,20978974.0,我也想给超标小电驴上摩托车牌啊，但无奈本地摩托车牌67w！还不一定弄得到,2023-07-04 17:36:38,0,否,,2026-01-21 12:15:16,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,3043,172498000000.0,丿后会灬无期,64182609.0,甜就完了。建议赶紧发展ai智能，都tm用机器人，好管理。禁止人类出门，都在家宅着，什么污染，交通拥堵都解决了,2023-06-30 17:43:45,0,否,,2026-01-21 12:15:41,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,2173,116432000000.0,尤同学很专注,1489304330.0,是啊😁,2022-06-11 17:59:04,1,是,116374000000.0,2026-01-21 12:13:02,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,5,115646000000.0,凌云K,51662542.0,按新国标要求生产的电动车完全可以称为工业垃圾。就好比要求双发重型歼20战斗机在重量，速度和航电系统上不能超过枭龙战机一样可笑[辣眼睛],2022-06-05 13:08:00,3781,否,,2026-01-21 12:08:03,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,624,284434000000.0,爱吃沙县的凉仙贝,476603314.0,踩单车得了，不比新国标快？还能锻炼[笑哭],2025-12-05 16:52:18,0,否,,2026-01-21 12:50:01,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (12),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,51,125131000000.0,沐风止息,1253542930.0,侯非侯，王非王！,2022-08-11 14:12:03,4,是,115581000000.0,2026-01-21 12:08:03,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,0.0,蔡欣颖
